External24 00163.wav,老爷要是发现了怎么办？
External24 00164.wav,我是知道了一些绝密情报，而且是来自李跃商行权威七星的消息。
External24 00165.wav,只有不断积累冒险阅历，才能提高冒险等级的评定。
External24 00166.wav,别别说了。就先这样吧。
External24 00167.wav,噢不不不你误会了。我明白你的朋友有各种各样的身份，让他们都加入很不现实。
External24 00168.wav,
External24 00169.wav,这么多摩拉我们是不可能付得起的，中立先生就更不用说了吧。
External24 00170.wav,确实。
External24 00171.wav,以皇女之名。
External24 00172.wav,是很神秘的现象吗？
External24 00173.wav,哼我可不会甘心的，喂到宝斋，你以为我们不会反抗吗？
External24 00174.wav,你要是这么瞧不起我们的实力，一会儿就别太吃惊了。
External24 00175.wav,
External24 00176.wav,嗯蒙德的受害情况还要整理成表，上报给丽莎小姐。
External24 00177.wav,唉让我看看。
External24 00178.wav,小可爱。你想要来挑一瓶神奇的药水吗？喝下去之前完全不知道会有什么效果。
External24 00179.wav,
External24 00180.wav,心物与书法一样，都有境界。受你知道我又有经验了。
External24 00181.wav,站着也没什么事做，不如找人聊聊天。
External24 00182.wav,是不是有些太过勉强自己了。
External24 00183.wav,在不同的秘境里，古树的馈赠也会有不同，具体可以查看冒险之症里的记录。
External24 00184.wav,唉传说这一代埋藏着各种宝贝，但是大脑枪虽然是个机器，却好像是这一代的看手一样非常难搞。
External24 00185.wav,啊什么东西爆炸了？噢是打雷啊。
External24 00186.wav,喂你等一下。
External24 00187.wav,旅行者，你脸上的汗水是怎么回事？难道刚才出去过了。
External24 00188.wav,与你同行的事情在别的执行官当中已经传开了吧，真想看看那帮人脸上的表情。呵呵。
External24 00189.wav,让我看看你可以嘴硬到什么时候。
External24 00190.wav,这就当作协会的新人礼了，请你亲自确认一下吧。
External24 00191.wav,很有可能赶紧动手吧。
External24 00192.wav,没错。冲突到了这一步，当然是因为双方都已经开始动用武力。
External24 00193.wav,茂才公。强强这种事对生意人来说太不体面了吧，不如还是用生意的办法解决。
External24 00194.wav,没错，休息也很重要。那就说好了明天见。
External24 00195.wav,嗯你们几个嗯还想偷听到什么时候？
External24 00196.wav,那果然还是奔狼女的狼群喽。
External24 00197.wav,肉。肉是最能让人精力充沛的食物，野菇、鸡肉串、烤肉排，还有天天花样机都是我的拿手菜，和我一起冒险是不会让你饿肚子的。
External24 00198.wav,在蒙德有些事也是不可以做的。
External24 00199.wav,对了，容易歧视啊。机会难得，请陪我做一次借书练习，可以吗？
External24 00200.wav,僵尸行动需要吃力，但这位小朋友不知为何，是自己给自己下司令的状态。
External24 00201.wav,内地里的污秽杂质和缠绕在特瓦林身上的诅咒，是同一种协力。
External24 00202.wav,那你就用你的剑来为他们洗醉。
External24 00203.wav,狄成林。
External24 00204.wav,
External24 00205.wav,所以我会努力做一个好向导的。
External24 00206.wav,爱好啊。我想想冒险算，一个掌舵算一个，交朋友算一个，喝酒算一个，吃好吃的算一个，一个手都数不过来啊。
External24 00207.wav,嗯嗯我闻到了无需花的香气，噢是白先生。白先生来帮你看病了吗？你是哪里不舒服？头晕还是胃疼，还是嗓子痒还是没力气？噢没生病，啊那还好，不然白先生会给你超苦的药啊。
External24 00208.wav,接下吧。
External24 00209.wav,早安，今天也要加油。呀
External24 00210.wav, Yeah. 
External24 00211.wav,您好，请问有什么事吗？
External24 00212.wav,我在每一本书上都做了特定的元素标记，一定会留下蛛丝马迹的。
External24 00213.wav,唉这些这是最后几口那个时代的味道了。
External24 00214.wav,明明功劳和苦劳都是我们的。
External24 00215.wav,任务是做不完的，还不如陪姐姐聊会天。
External24 00216.wav,只要回去和凯瑟琳报告一下，应该就可以住进去了吧。
External24 00217.wav,嗯
External24 00218.wav,
External24 00219.wav,嗯烦恼的事情，与你同行总是有值得挑战的强敌，根本没空思考这种琐碎无趣的小事。
External24 00220.wav,噢是这样吗？
External24 00221.wav,呵呵很期待吧。
External24 00222.wav,
External24 00223.wav,天上飞的地上爬的都行，可以是昆虫或者蹦蹦跳跳的。
External24 00224.wav,如果头发丰龙是唯一的方案，那我就会成为冲锋在前的启示。
External24 00225.wav,哇
External24 00226.wav,啊我差点忘了，以你现在的年纪还不能喝酒，唉真不自由啊。
External24 00227.wav,这满载而归的滋味。开瓶美酒来庆祝吧。
External24 00228.wav,其实西风骑士团一共有10位队长，但不是所有人都有队长级的实力。
External24 00229.wav,要仔细观察，我就在这等你。
External24 00230.wav,啊喂
External24 00231.wav,提纯后的冰雾花，可以叫他元素诱饵吧。
External24 00232.wav,我有皱毒杀鬼风。
External24 00233.wav,行吧？做完事以后我会去拿我那份工资的。
External24 00234.wav,
External24 00235.wav, Yeah啊。总算是解决了。只是想不到深渊教团派出的，竟然只是些10来亩而已。
External24 00236.wav,嗯骗子，喜欢说谎的坏人，骑士团的败类。
External24 00237.wav,今后有空的话，还请到骑士团总部来聊聊天吧。
External24 00238.wav,
External24 00239.wav,哇
External24 00240.wav,想和朋友一起上去玩。
External24 00241.wav,所以留守城中的我就与深渊教团的潜入者周旋了一番。
External24 00242.wav,所以这些烦人的生物活动范围就越来越近。
External24 00243.wav, Huh难道说喝醉会被卖给垃圾站？
External24 00244.wav,换为尘埃吧。
External24 00245.wav,嘿嘿真是的。呀有钱就是好。接下来是层岩居约，我们快去吧。
External24 00246.wav,淑女总是要控制体态的吗？嗯我是不是也应该减减肥了呢？
External24 00247.wav,树间的风很好，有我喜欢的气味。
External24 00248.wav,水取回来了吗？没有
External24 00249.wav,却有陌生的神灵拦在你们的面前。
External24 00250.wav,再休息一会儿。就一会儿。
External24 00251.wav,而你却是资质几乎可以胜任魔导师的好孩子。
External24 00252.wav,是的。继承威尼莎大人的名号，虽然十分荣幸。
External24 00253.wav,不过这铃铛本来也不是我的，本来是我一个老朋友带着的小玩意儿。
External24 00254.wav,我们就按顺序来吧。先璃月港，再去成员剧院，最后去找长久爷。
External24 00255.wav,这里只有一条路，看来怪鸟就在前面。
External24 00256.wav,您不奇怪吗？阎王帝君刚出世，我们就急匆匆的来找您要0的。
External24 00257.wav,深渊教团，这些与人类为敌的怪物，地下情报网也很少出现他们的消息。
External24 00258.wav,啊我会尽力记住，这次多亏二位。
External24 00259.wav,唉真没办法。
External24 00260.wav,可还是让他带着文物跑了。
External24 00261.wav,不知不觉在蒙德已经待了这么久了呢。
External24 00262.wav,确实有一些麻烦事，不过我们是来替别人向你转达的。
External24 00263.wav,名为泥城的花，其花瓣是上好的纤维材料，多用于制作井段，但它的芳香又十分清雅，尤其是和供奉先生的严肃场合。
External24 00264.wav,旅行者我们走谁有空和这家伙理论啊。
External24 00265.wav,令人恼火。
External24 00266.wav,要更快一点吗？
External24 00267.wav,风龙肺虚周围，不该有丘丘人的聚居地。
External24 00268.wav,至少要去和粑粑拉在到个谢呢，希望他没再生我的气。
External24 00269.wav,虽然暗号错了，但如果都在酒里，那针织也应该在酒里。
External24 00270.wav,啊堵住了呢。
External24 00271.wav,总之打倒他们就对了。啦
External24 00272.wav,情报室这些集结起来的深渊教堂怪物，在他们背后还有一位同龄者。
External24 00273.wav,啊没有
External24 00274.wav,你们噢对了。是昨天来提醒险情的二位。
External24 00275.wav,哇生活到底有多少层？啊
External24 00276.wav,外交上对于任重也是弱势又保守。
External24 00277.wav,这起重机可是重中之重。
External24 00278.wav,唉呀小可爱。你说的没错。我听说了秦坪岛的事，文书类的工作我就先待牢了。
External24 00279.wav,啊丰是丰巢，飞起来了，按步又飞起来。啦
External24 00280.wav,刀剑报业，民工怀抱。
External24 00281.wav,说起来邱秋人怎么会出现在这里呢？
External24 00282.wav,不过话说回来，他其实既懂金钱的价值，也很明白人间疾苦，但他似乎不能理解穷也是一种可能出现在自己身上的境况。
External24 00283.wav,愿弟兄保佑你，要你的每个梦都踏实而香甜。
External24 00284.wav,唉好棒的味道。这是我最近吃过最好吃的菜了。
External24 00285.wav,真是麻烦的。历史遗留呢。
External24 00286.wav,叶博士放在这里就行了。我已经派人去喊珠宝将了，之后就会把他们打造成一世所需的器物。
External24 00287.wav,暗夜英雄的传说，嘛有趣的传言。
External24 00288.wav,
External24 00289.wav,啊笑笑如果没有什么特别的事情，我就先行告退了。
External24 00290.wav,啊是前眼睛，看来他们正在盘问过分靠近现场的可疑人士。
External24 00291.wav,不错，这正是狄成林。嗯保管的还真不错。
External24 00292.wav,
External24 00293.wav,以前我打扫图书馆的时候，记得有本书叫菲希尔皇女叶檀，我还以为只是幻想小说，但没想到里面的主人公居然真的存在能有一本自己的传记，他一定很厉害吧。
External24 00294.wav,的都是带来了只不过嗯这个稍微有点。
External24 00295.wav,不要
External24 00296.wav,侦查骑士安博前来报道，今后有什么需要帮忙的，尽管说好了。
External24 00297.wav, Yeah. 
External24 00298.wav,办法还是有的，只是需要先建立一些情报优势。
External24 00299.wav,前往不同的目的地会花费不同的时间，在他们回来之后只需要来我这里确认一下成果就好了。
External24 00300.wav,已已经走掉了，不愧是侦查歧视，速度真快。
External24 00301.wav,你看。
External24 00302.wav,沿网地区每年都会刺下神玉，指引这一年里经营璃月的方向。
External24 00303.wav,哼我们有这样一位风神大人，该说是好还是坏。
External24 00304.wav,那现在该怎么办？
External25 00001.wav,幻想朋友也可以是植物吗？
External25 00002.wav,如果换个思路，说到人烟稀少的地方的话，去奔狼领看看吧。
External25 00003.wav,代理团长。
External25 00004.wav,钟离往生堂口中的这位先生，精通许多旁人不知的事物，但在掌握他的弱点之前，再优秀的棋子也还不能为我所用。
